System,Stock,Age,FC_Year,AvgRankByAge,ModelLabel,PointFC,p10,p25,p50,p75,p90
Bristol Bay,Kvichak,Total,2024,2.1666666666666665,Naive4,10294729,2931040,5261877,9785655,15863374,21812868
Bristol Bay,Kvichak,Total,2025,2.1666666666666665,Naive4,10877350,3228233,5396722,8710427,14559486,22482817
Bristol Bay,Kvichak,Total,2026,2,Naive4,10529111,3035198,5890582,9522399,15016700,20907503
Bristol Bay,Naknek,Age 3,2021,3.3333333333333335,Naive8,47892,603,3810,33898,243474,745000
Bristol Bay,Naknek,Age 3,2022,3.5,Naive8,39127,563,3891,25228,167960,647982
Bristol Bay,Naknek,Age 3,2023,3.5,Naive8,29140,564,3220,19583,91755,333900
Bristol Bay,Naknek,Age 3,2024,3.3333333333333335,Naive8,31978,1284,4616,23856,136018,381912
Bristol Bay,Naknek,Age 3,2025,3.1666666666666665,Naive8,24386,412,3302,22238,150322,609948
Bristol Bay,Naknek,Age 3,2026,3.1666666666666665,Naive8,21272,539,2605,17672,113480,513319
Bristol Bay,Naknek,Age 4,2021,3,TimeSeriesArimaBC,2580953,877697,1481330,2366633,3610450,4850203
Bristol Bay,Naknek,Age 4,2022,3.3333333333333335,Naive4,3751808,1155685,1764502,3202173,5407888,8001128
Bristol Bay,Naknek,Age 4,2023,3.3333333333333335,TimeSeriesArimaNoBC,3219211,1142570,1725916,2847779,4503652,6102677
Bristol Bay,Naknek,Age 4,2024,3.25,Naive8,3002012,961339,1576691,2728720,4290846,6615999
Bristol Bay,Naknek,Age 4,2025,3.4166666666666665,Naive8,2893918,953656,1581367,2771921,4374046,5755240
Bristol Bay,Naknek,Age 4,2026,2.6666666666666665,SibRegKalman,961102,323975,546814,850585,1255484,1733254
Bristol Bay,Naknek,Age 5,2021,1.3333333333333333,SibRegLogPower,4593687,2246563,3059038,4313390,5975410,7277171
Bristol Bay,Naknek,Age 5,2022,1.1666666666666667,SibRegLogPower,5501076,2667840,3584319,5101830,7145681,8866838
Bristol Bay,Naknek,Age 5,2023,1.1666666666666667,SibRegLogPower,4453251,2255995,2932186,4030029,5680744,7006053
Bristol Bay,Naknek,Age 5,2024,1.1666666666666667,SibRegLogPower,3141144,1570311,2072221,2883407,3851292,4862852
Bristol Bay,Naknek,Age 5,2025,1.5,SibRegLogPower,3475985,1714703,2363655,3247357,4492227,5593159
Bristol Bay,Naknek,Age 5,2026,1.4166666666666667,SibRegLogPower,2727285,1289484,1900400,2551218,3332416,4107917
Bristol Bay,Naknek,Age 6,2021,2.3333333333333335,Naive4,307400,132716,196447,303774,468453,631611
Bristol Bay,Naknek,Age 6,2022,2,Naive4,290804,111281,194930,283372,415180,563553
Bristol Bay,Naknek,Age 6,2023,2,Naive4,277610,123487,171790,269860,397126,521386
Bristol Bay,Naknek,Age 6,2024,2.4166666666666665,Naive4,447621,170296,278268,419866,635638,903837
Bristol Bay,Naknek,Age 6,2025,2,Naive4,488224,205978,312540,474096,724584,942302
Bristol Bay,Naknek,Age 6,2026,2.0833333333333335,Naive4,447544,186170,285116,450966,641816,872434
Bristol Bay,Naknek,Total,2021,2.1666666666666665,SibRegLogPower,7484273,4077402,5476036,7142241,8671196,10145524
Bristol Bay,Naknek,Total,2022,2.1666666666666665,SibRegLogPower,8002107,4566995,5848628,7527749,9387278,10864431
Bristol Bay,Naknek,Total,2023,2,SibRegLogPower,6477518,3624022,4886610,6115185,7584470,8840079
Bristol Bay,Naknek,Total,2024,2,SibRegLogPower,5875482,3325508,4365859,5498029,6633765,7980071
Bristol Bay,Naknek,Total,2025,2,SibRegLogPower,5099342,2907589,3730978,4743686,5833474,6808881
Bristol Bay,Naknek,Total,2026,2.1666666666666665,SibRegLogPower,4971992,2916884,3769202,4730085,5828861,6841909
Bristol Bay,Nushagak,Age 3,2021,1.3333333333333333,Naive4,8983,49,444,4737,61430,370664
Bristol Bay,Nushagak,Age 3,2022,1.3333333333333333,Naive4,7024,29,404,6292,54955,239756
Bristol Bay,Nushagak,Age 3,2023,1.3333333333333333,Naive4,5166,31,216,2390,21744,139463
Bristol Bay,Nushagak,Age 3,2024,1.3333333333333333,Naive4,7051,28,301,3994,40266,157298
Bristol Bay,Nushagak,Age 3,2025,1.3333333333333333,Naive4,7321,78,628,6708,60139,295076
Bristol Bay,Nushagak,Age 3,2026,1.3333333333333333,Naive4,6786,41,380,3875,35577,204874
Bristol Bay,Nushagak,Age 4,2021,2.4166666666666665,Naive4,1729391,168376,410552,1210720,3762351,7889805
Bristol Bay,Nushagak,Age 4,2022,2.1666666666666665,Naive4,2978918,216358,672964,2180919,7771698,18648771
Bristol Bay,Nushagak,Age 4,2023,2.1666666666666665,Naive4,3117317,249763,799650,2583408,6922677,16971846
Bristol Bay,Nushagak,Age 4,2024,2.4166666666666665,Naive4,3065672,225409,669080,2324008,6521274,14138556
Bristol Bay,Nushagak,Age 4,2025,2.3333333333333335,Naive4,3740663,359202,805966,2486483,7491706,17007445
Bristol Bay,Nushagak,Age 4,2026,2.1666666666666665,Naive4,2818810,262754,621295,1956040,5603946,12378590
Bristol Bay,Nushagak,Age 5,2021,1.9166666666666667,TimeSeriesArimaNoBC,2065557,783006,1137024,1783115,2837476,3695429
Bristol Bay,Nushagak,Age 5,2022,2.3333333333333335,TimeSeriesExpSmoothNoBC,4588935,1796633,2637121,4000786,6032442,8066520
Bristol Bay,Nushagak,Age 5,2023,3.3333333333333335,Naive4,6606498,2452616,3648608,5776168,8795505,11784546
Bristol Bay,Nushagak,Age 5,2023,3.3333333333333335,TimeSeriesExpSmoothNoBC,8280779,2750767,4405140,6955780,11465942,15895372
Bristol Bay,Nushagak,Age 5,2024,3.25,Naive4,6859880,2420549,3801594,5820256,9002279,11959492
Bristol Bay,Nushagak,Age 5,2025,3.1666666666666665,SibRegLogPower,3595964,1313849,2131686,3516833,5570278,7134203
Bristol Bay,Nushagak,Age 5,2026,3.25,Naive4,6650600,2346001,3478426,5945037,9228080,12688972
Bristol Bay,Nushagak,Age 6,2021,2,TimeSeriesExpSmoothNoBC,108558,9621,26424,77558,286562,651888
Bristol Bay,Nushagak,Age 6,2022,2,TimeSeriesExpSmoothNoBC,104625,10054,26082,91607,262990,533718
Bristol Bay,Nushagak,Age 6,2023,2,TimeSeriesExpSmoothNoBC,115257,9501,36745,113727,322269,601564
Bristol Bay,Nushagak,Age 6,2024,2,SibRegKalman,183051,7230,36476,150856,727280,2257264
Bristol Bay,Nushagak,Age 6,2025,2,SibRegKalman,94411,3099,17558,88407,396904,1328105
Bristol Bay,Nushagak,Age 6,2026,2.1666666666666665,SibRegKalman,220583,6569,33068,163313,606000,1879159
Bristol Bay,Nushagak,Total,2021,1.3333333333333333,TimeSeriesArimaNoBC,3387517,1494002,2225718,3247152,4507757,5850978
Bristol Bay,Nushagak,Total,2022,2.5,TimeSeriesArimaNoBC,13423681,4975148,7697010,11511509,17553900,22791081
Bristol Bay,Nushagak,Total,2023,1.6666666666666667,TimeSeriesArimaNoBC,18044349,7447690,10608252,16136522,22975066,30482400
Bristol Bay,Nushagak,Total,2024,2.4166666666666665,Naive4,10117129,4098173,6366235,9593289,13787788,18147900
Bristol Bay,Nushagak,Total,2025,2.5833333333333335,TimeSeriesArimaNoBC,9848257,3459646,5651758,9202076,13092594,17334713
Bristol Bay,Nushagak,Total,2026,2.8333333333333335,Naive4,9689045,3857245,6149126,9030720,12960759,16833653
Bristol Bay,Ugashik,Age 3,2021,3.25,Naive8,56402,1920,9454,46935,222791,687055
Bristol Bay,Ugashik,Age 3,2022,3.0833333333333335,Naive8,57745,1620,8918,44348,192342,548510
Bristol Bay,Ugashik,Age 3,2023,3,SibRegSimple,39893,758,4098,25599,147811,361077
Bristol Bay,Ugashik,Age 3,2023,3,SibRegLogPower,39893,1081,5186,26318,162729,567670
Bristol Bay,Ugashik,Age 3,2023,3,SibRegKalman,39893,901,5207,28214,174555,566215
Bristol Bay,Ugashik,Age 3,2024,2.5833333333333335,Naive8,58780,2208,10742,54040,221060,695627
Bristol Bay,Ugashik,Age 3,2025,2.3333333333333335,Naive8,57750,1888,8062,38957,173450,515088
Bristol Bay,Ugashik,Age 3,2026,2.3333333333333335,Naive8,52630,2028,9221,39315,169713,486194
Bristol Bay,Ugashik,Age 4,2021,2,TimeSeriesArimaNoBC,2397564,124862,477314,1725580,6296940,16013124
Bristol Bay,Ugashik,Age 4,2022,2,TimeSeriesArimaNoBC,3790482,246496,773833,3085303,8509498,23423176
Bristol Bay,Ugashik,Age 4,2023,2.3333333333333335,Naive8,3188554,644065,1179038,2538475,4771514,7450989
Bristol Bay,Ugashik,Age 4,2023,2.3333333333333335,TimeSeriesArimaNoBC,2830445,143294,569622,2175770,6495998,13192690
Bristol Bay,Ugashik,Age 4,2024,1.8333333333333333,TimeSeriesExpSmoothNoBC,1503052,29059,170943,1152285,6386444,19172493
Bristol Bay,Ugashik,Age 4,2025,2.4166666666666665,Naive8,3232892,676544,1354234,2788456,5086601,8850927
Bristol Bay,Ugashik,Age 4,2025,2.4166666666666665,TimeSeriesExpSmoothNoBC,1659904,44848,174019,1119430,5858190,17252732
Bristol Bay,Ugashik,Age 4,2026,2.1666666666666665,TimeSeriesExpSmoothNoBC,1711628,42278,195093,1257627,5113069,13627726
Bristol Bay,Ugashik,Age 5,2021,2.3333333333333335,TimeSeriesExpSmoothNoBC,1952746,87006,324500,1410797,5056591,12932472
Bristol Bay,Ugashik,Age 5,2022,2.25,TimeSeriesExpSmoothNoBC,2483891,155786,680006,2154879,7396875,19339080
Bristol Bay,Ugashik,Age 5,2023,2.5833333333333335,TimeSeriesExpSmoothNoBC,3730909,155013,601083,2578149,8846854,25408902
Bristol Bay,Ugashik,Age 5,2024,2.4166666666666665,TimeSeriesExpSmoothNoBC,3341951,170894,688750,2551061,10557124,31493194
Bristol Bay,Ugashik,Age 5,2025,3,Naive8,2704175,812099,1386499,2548047,3977784,5368438
Bristol Bay,Ugashik,Age 5,2025,3,TimeSeriesExpSmoothNoBC,2676862,137165,532524,1995540,6848009,16490917
Bristol Bay,Ugashik,Age 5,2026,2.8333333333333335,SibRegKalman,2555721,1014039,1547028,2358156,3441798,4404403
Bristol Bay,Ugashik,Age 5,2026,2.8333333333333335,TimeSeriesExpSmoothNoBC,2774037,161895,545334,2287248,7374716,17588025
Bristol Bay,Ugashik,Age 6,2021,1.3333333333333333,TimeSeriesExpSmoothNoBC,74535,15691,33168,70014,134730,223532
Bristol Bay,Ugashik,Age 6,2022,1.3333333333333333,TimeSeriesExpSmoothNoBC,205414,40771,85044,193002,406378,664839
Bristol Bay,Ugashik,Age 6,2023,1.3333333333333333,TimeSeriesExpSmoothNoBC,233476,51848,98487,230661,433054,771764
Bristol Bay,Ugashik,Age 6,2024,1.6666666666666667,TimeSeriesExpSmoothNoBC,625848,126045,263354,518630,1027231,1689898
Bristol Bay,Ugashik,Age 6,2025,1.5,TimeSeriesExpSmoothNoBC,617816,123254,270502,508394,1031634,1682637
Bristol Bay,Ugashik,Age 6,2026,1.3333333333333333,TimeSeriesExpSmoothNoBC,365933,87668,171204,300787,594141,940000
Bristol Bay,Ugashik,Total,2021,1.6666666666666667,Naive4,5030392,1929606,2954477,4627357,6823371,9398757
Bristol Bay,Ugashik,Total,2022,1.6666666666666667,Naive4,6077242,1962484,3409507,5413769,7697700,10924962
Bristol Bay,Ugashik,Total,2023,1.6666666666666667,Naive4,6768866,2229324,3628474,5816930,8559298,11374109
Bristol Bay,Ugashik,Total,2024,1.75,Naive4,6962180,2788386,4129732,6253473,9026500,11575482
Bristol Bay,Ugashik,Total,2025,1.6666666666666667,Naive4,7681043,2971918,4251525,7226598,10438464,13967137
Bristol Bay,Ugashik,Total,2026,1.6666666666666667,Naive4,6361259,2312403,3849413,5646116,8549514,10945055
Bristol Bay,Wood,Age 3,2021,3.1666666666666665,Naive8,78051,552,5428,44188,362504,1598168
Bristol Bay,Wood,Age 3,2022,3,TimeSeriesExpSmoothNoBC,43964,319,2192,22572,191445,733230
Bristol Bay,Wood,Age 3,2023,3.4166666666666665,TimeSeriesExpSmoothBC,11625,103,1038,7342,63029,402036
Bristol Bay,Wood,Age 3,2024,3,TimeSeriesExpSmoothNoBC,41641,545,2675,18511,127086,746055
Bristol Bay,Wood,Age 3,2025,3.4166666666666665,TimeSeriesExpSmoothBC,32602,248,1826,30072,216058,872094
Bristol Bay,Wood,Age 3,2026,3.1666666666666665,TimeSeriesExpSmoothBC,11200,107,1070,10866,71833,359398
Bristol Bay,Wood,Age 4,2021,2.8333333333333335,TimeSeriesExpSmoothBC,5922572,2113117,3308512,5200745,8375112,11697765
Bristol Bay,Wood,Age 4,2022,3.25,Naive4,11297544,3843139,6021130,10159805,16512812,22627071
Bristol Bay,Wood,Age 4,2023,3.25,Naive4,8110394,2961792,5149900,8362588,12320245,16948093
Bristol Bay,Wood,Age 4,2024,3.5833333333333335,Naive4,6937554,2277595,3580087,6183237,9642082,13526202
Bristol Bay,Wood,Age 4,2024,3.5833333333333335,TimeSeriesExpSmoothNoBC,7019566,2575041,3943712,6290427,9880219,12773142
Bristol Bay,Wood,Age 4,2025,3.6666666666666665,Naive4,8069459,2613480,4341998,6938465,10490772,14847860
Bristol Bay,Wood,Age 4,2025,3.6666666666666665,TimeSeriesExpSmoothNoBC,6798262,2616665,4012607,6354532,9500176,13353051
Bristol Bay,Wood,Age 4,2026,3.25,TimeSeriesExpSmoothNoBC,6614937,2174251,3412418,5703801,9120624,11743282
Bristol Bay,Wood,Age 5,2021,2.4166666666666665,SibRegLogPower,3376023,1884901,2360604,3184951,4171078,5060100
Bristol Bay,Wood,Age 5,2022,2.4166666666666665,Naive4,2558020,1286167,1768652,2518687,3441823,4284271
Bristol Bay,Wood,Age 5,2023,1.8333333333333333,SibRegLogPower,3682005,1914119,2534109,3383299,4428885,5389298
Bristol Bay,Wood,Age 5,2024,1.8333333333333333,SibRegLogPower,2735597,1444399,1947650,2604590,3340385,4002974
Bristol Bay,Wood,Age 5,2025,1.8333333333333333,SibRegLogPower,4270698,2327667,2985281,3883893,5030374,6391899
Bristol Bay,Wood,Age 5,2026,1.8333333333333333,SibRegLogPower,3297235,1649453,2145120,2980003,3867956,4709699
Bristol Bay,Wood,Total,2021,2.8333333333333335,SibRegKalman,6636115,4005833,5037564,6302492,7997465,9541770
Bristol Bay,Wood,Total,2022,2.9166666666666665,SibRegKalman,5844611,3447928,4280963,5415911,6873648,7935243
Bristol Bay,Wood,Total,2023,3.0833333333333335,TimeSeriesExpSmoothBC,12103298,5757914,8129180,11039366,14699584,18658057
Bristol Bay,Wood,Total,2024,3.0833333333333335,Naive4,10548465,5504007,7445232,10276087,13056636,15634398
Bristol Bay,Wood,Total,2024,3.0833333333333335,TimeSeriesExpSmoothBC,10317576,5128034,6820538,9169929,12102302,15395218
Bristol Bay,Wood,Total,2025,3,TimeSeriesExpSmoothBC,11662348,5709121,7854748,10776041,13887868,17075574
Bristol Bay,Wood,Total,2026,3.1666666666666665,Naive4,10656769,5772933,7261025,9923160,13047189,15939700
Bristol Bay,Wood,Total,2026,3.1666666666666665,TimeSeriesExpSmoothBC,11072466,5784817,7698414,10157328,13399047,16602053
